Name,Id,Level,Hp,BaseExp,JobExp,Size,Race,Element,Custom
Merretich 4,3970,180,18200000,100000000,100000000,Large,DemiHuman,Earth3,False
Skelion,3971,1,1,0,0,Large,Formless,Ghost4,False
Merretich 6,3972,180,18200000,100000000,100000000,Large,DemiHuman,Earth3,False
Merretich 7,3973,180,18200000,100000000,100000000,Large,DemiHuman,Earth3,False
Mun Young,3974,240,189777643,170375000,185180000,Small,Demon,Dark3,False
Justice Felsing,3975,239,174775432,184444300,185180000,Large,Demon,Ghost3,False
Eckart Appleton,3976,101,465421,1538600,1016400,Large,Undead,Undead3,False
Taki Matsushita,3977,238,156664345,155566400,185180000,Medium,Demon,Holy4,False
Saikaku Yamane,3978,101,474353,1538600,1016400,Medium,Demon,Neutral3,False
Zuhair Emre,3979,141,664145,1538600,1016400,Small,Formless,Ghost3,False
Kavac Hilmiya,3980,141,632123,1538600,1016400,Medium,Angel,Poison3,False
Fletcher Eigsti,3981,141,542312,1538600,1016400,Small,DemiHuman,Wind3,False
Chen Hua,3982,141,712331,1538600,1016400,Large,Demon,Holy3,False
Asta Fafner,3983,171,1054312,1538600,1016400,Large,Angel,Fire3,False
Matilde Goldhammer,3984,171,1032483,1538600,1016400,Small,Fish,Water3,False
Harald Heiligsturm,3985,171,1032483,1538600,1016400,Large,Angel,Holy4,False
Sung Jiyeon,3986,241,803545464,1677721500,1677721500,Small,Demon,Undead3,False
Mare Bello Fiore,3987,175,500000000,0,201000,Large,Demon,Water3,False
Albedo,3988,175,500000000,0,201000,Large,Demon,Water3,False
Skeleton Queen,3989,175,4000000000,0,201000,Large,Demon,Water3,False
Ice Queen,3990,1,4000000000,0,201000,Large,Demon,Water3,False
Poison Queen,3991,1,4000000000,0,201000,Medium,DemiHuman,Poison3,False
Posessed Poring,3992,175,4000000000,0,201000,Small,Formless,Ghost3,False
Demigod Harmonia,3993,1,4000000000,0,201000,Medium,DemiHuman,Undead3,False
Demigod Nsphyx,3994,1,4000000000,0,201000,Small,DemiHuman,Fire2,False
Fahrros,3995,1,500000,2700,2000,Medium,Plant,Water1,False
Krampus,3996,25,1500000,16200,18300,Large,Brute,Fire1,False
Ains Ooal Gown,3997,1,4000000000,0,201000,Small,Formless,Ghost3,False
Shalltear Bloodfallen,3998,1,4000000000,0,201000,Large,Demon,Dark4,False
Dark Lady,3999,175,4000000000,0,201000,Large,Demon,Dark4,False
Dark Acolyte,12000,16,100000,10800,8100,Small,Insect,Fire1,False
Dark Acolyte,12001,16,100000,10800,8100,Small,DemiHuman,Holy4,False
Dark Acolyte,12002,16,100000,10800,8100,Small,DemiHuman,Holy4,False
Dark Acolyte,12003,16,100000,10800,8100,Small,DemiHuman,Holy4,False
Dark Acolyte,12004,16,100000,10800,8100,Small,DemiHuman,Holy4,False
Guard5,12005,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard6,12006,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard7,12007,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard8,12008,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard9,12009,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard10,12010,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard11,12011,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard12,12012,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard13,12013,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard14,12014,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard15,12015,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard16,12016,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard17,12017,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard18,12018,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard19,12019,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard20,12020,16,153,10800,8100,Small,DemiHuman,Holy4,False
Guard21,12021,16,153,10800,8100,Small,DemiHuman,Holy4,False
Crazed Acolyte,12022,31,1000,100000,100000,Small,DemiHuman,Holy4,False
Guard23,12023,16,1500,10800,8100,Small,DemiHuman,Holy4,False
Guard21,12024,16,2000,10800,8100,Small,DemiHuman,Holy4,False
Guard25,12025,16,2000,10800,8100,Small,DemiHuman,Holy4,False
Guard26,12026,16,2000,10800,8100,Small,DemiHuman,Holy4,False
Guard27,12027,16,2000,10800,8100,Small,DemiHuman,Holy4,False
Holy Acolyte,12029,16,15000,10800,8100,Small,DemiHuman,Holy4,False
Holy Acolyte,12030,16,15000,10800,8100,Small,DemiHuman,Holy4,False
Holy Acolyte,12031,16,15000,10800,8100,Small,DemiHuman,Holy4,False
Holy Acolyte,12032,16,15000,10800,8100,Small,DemiHuman,Holy4,False
Holy Acolyte,12033,16,15000,10800,8100,Small,DemiHuman,Holy4,False
Constantine,12034,16,250000,10800,8100,Small,DemiHuman,Holy4,False
Gabriel,12035,16,100000,10800,8100,Small,DemiHuman,Holy4,False
Pharell,12036,16,100000,10800,8100,Small,DemiHuman,Holy4,False
High Acolyte,12037,16,25000,10800,8100,Small,DemiHuman,Holy4,False
High Acolyte,12038,16,25000,10800,8100,Small,DemiHuman,Holy4,False
High Acolyte,12039,16,25000,10800,8100,Small,DemiHuman,Holy4,False
High Acolyte,12040,16,25000,10800,8100,Small,DemiHuman,Holy4,False
Decimus,12041,54,100000000,500000,500000,Small,DemiHuman,Holy4,False
Basic_Instance02,12071,1,60,2700,2000,Medium,DemiHuman,Holy4,False
Basic_Instance01,12072,1,60,2700,2000,Medium,DemiHuman,Holy4,False
Pandaring,12073,1,60,2700,2000,Medium,DemiHuman,Holy4,False
Foxring,12074,1,60,2700,2000,Medium,DemiHuman,Holy4,False
Chronos,12075,1,60,2700,2000,Medium,DemiHuman,Holy4,False
Chronos_Instance02,12076,16,153,10800,8100,Small,Insect,Fire1,False
Chronos_Instance03,12077,16,153,10800,8100,Small,Insect,Fire1,False
Chronos_Instance01,12078,16,153,10800,8100,Small,Insect,Fire1,False
Chronos_Instance10,12079,16,153,10800,8100,Small,Insect,Fire1,False
EVIL_BEING1,13120,61,2614,58300,65600,Medium,Undead,Undead2,False
EVIL_BEING2,13121,80,5149,133900,128000,Large,Undead,Undead4,False
EVIL_BEING3,13122,87,6996,128300,144500,Medium,Undead,Undead2,False
EVIL_BEING4,13123,91,9194,156600,176300,Medium,Undead,Undead3,False
This_is_Sparta_001,15000,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_001,15001,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_003,15003,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_004,15004,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_005,15005,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_006,15006,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_007,15007,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_008,15008,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_009,15009,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_010,15010,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_011,15011,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_012,15012,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_013,15013,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_014,15014,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_015,15015,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_016,15016,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_017,15017,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_018,15018,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_019,15019,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_020,15020,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_021,15021,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_022,15022,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_023,15023,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_024,15024,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_025,15025,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_026,15026,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_027,15027,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_028,15028,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_029,15029,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_030,15030,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_031,15031,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_032,15032,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_033,15033,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_034,15034,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_035,15035,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_036,15036,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_037,15037,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_038,15038,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_039,15039,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_040,15040,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_041,15041,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_042,15042,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_043,15043,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_044,15044,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_045,15045,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_046,15046,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_047,15047,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_048,15048,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_049,15049,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_050,15050,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_051,15051,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_052,15052,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_053,15053,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_054,15054,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_055,15055,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_056,15056,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_057,15057,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_058,15058,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_059,15059,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_060,15060,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_061,15061,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_062,15062,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_063,15063,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_064,15064,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_065,15065,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_066,15066,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_067,15067,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_068,15068,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_069,15069,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_070,15070,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_071,15071,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_072,15072,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_073,15073,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_074,15074,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_075,15075,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_076,15076,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_077,15077,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_078,15078,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_079,15079,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_080,15080,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_081,15081,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_082,15082,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_083,15083,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_084,15084,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_085,15085,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_086,15086,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_087,15087,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_088,15088,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_089,15089,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_090,15090,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_091,15091,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_092,15092,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_093,15093,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_094,15094,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_095,15095,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_096,15096,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_097,15097,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_098,15098,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_099,15099,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_100,15100,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_101,15101,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_102,15102,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_103,15103,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_104,15104,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_105,15105,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_106,15106,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_107,15107,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_108,15108,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_109,15109,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_110,15110,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_111,15111,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_112,15112,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_113,15113,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_114,15114,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_115,15115,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_116,15116,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_117,15117,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_118,15118,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_119,15119,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_120,15120,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_121,15121,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_122,15122,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_123,15123,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_124,15124,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_125,15125,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_126,15126,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_127,15127,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_128,15128,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_129,15129,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_130,15130,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_131,15131,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_132,15132,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_133,15133,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_134,15134,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_135,15135,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_136,15136,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_137,15137,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_138,15138,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_139,15139,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_140,15140,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_141,15141,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_142,15142,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_143,15143,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_144,15144,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_145,15145,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_146,15146,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_147,15147,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_148,15148,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_149,15149,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_150,15150,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_151,15151,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_152,15152,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_153,15153,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_154,15154,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_155,15155,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_156,15156,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_157,15157,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_158,15158,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_159,15159,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_160,15160,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_161,15161,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_162,15162,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_163,15163,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_164,15164,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_165,15165,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_166,15166,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_167,15167,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_168,15168,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_169,15169,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_170,15170,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_171,15171,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_172,15172,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_173,15173,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_174,15174,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_175,15175,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_176,15176,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_177,15177,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_178,15178,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_179,15179,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_180,15180,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_181,15181,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_182,15182,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_183,15183,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_184,15184,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_185,15185,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_186,15186,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_187,15187,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_188,15188,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_189,15189,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_190,15190,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_191,15191,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_192,15192,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_193,15193,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_194,15194,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_195,15195,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_196,15196,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_197,15197,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_198,15198,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_199,15199,1,1,100,100,Small,DemiHuman,Fire1,False
This_is_Sparta_200,15200,1,1,100,100,Small,DemiHuman,Fire1,False
Jakk,15300,1,1000,0,0,Medium,Formless,Fire2,False
Jakk,15301,1,1000,0,0,Medium,Formless,Fire2,False
Jakk,15302,1,1000,0,0,Medium,Formless,Fire2,False
Jakk,15303,1,1000,0,0,Medium,Formless,Fire2,False
Jakk,15304,1,1000,0,0,Medium,Formless,Fire2,False
Jakk,15305,1,1000,0,0,Medium,Formless,Fire2,False
Pandaring,15309,1,60,2700,2000,Medium,Plant,Water1,False
Foxring,15310,1,60,2700,2000,Medium,Plant,Water1,False
Pandaring,15311,1,60,2700,2000,Medium,Plant,Water1,False
Foxring,15312,1,60,2700,2000,Medium,Plant,Water1,False
Pandaring,15313,1,60,2700,2000,Medium,Plant,Water1,False
Cache Mimic,15314,1,10,500,500,Small,Plant,Neutral1,False
Cache Mimic,15315,1,10,500,500,Small,Plant,Neutral1,False
Cache Mimic,15316,1,10,500,500,Small,Plant,Neutral1,False
Cache Mimic2,15317,1,10,500,500,Small,Plant,Neutral1,False
Monster 5,15318,191,10000,0,0,Small,Formless,Ghost4,False
Monster 6,15319,191,10000,0,0,Small,Formless,Ghost4,False
Maneater,15400,243,216555444,160475000,126180000,Medium,Plant,Poison3,False
Devil's Helmet,15401,244,213545464,160375000,125180000,Large,Plant,Earth4,False
Mutant Fabre,15402,241,223545464,210375000,175180000,Large,Plant,Holy3,False
Manchineel Tree,15404,251,803545464,1677721500,1677721500,Large,Plant,Poison4,False
Tethys,15406,251,803545464,1677721500,1677721500,Medium,Fish,Water4,False
Naiad,15407,236,181445554,121475000,106180000,Small,Fish,Fire3,False
Leucosia,15408,235,191440905,123375000,115180000,Medium,Fish,Ghost3,False
Leviathan,15409,231,185441556,210375000,175180000,Large,Fish,Wind4,False
Ancient Salamander,15410,224,181445554,121475000,106180000,Small,Dragon,Neutral3,False
Etirabys,15411,227,161440905,123375000,115180000,Medium,Dragon,Poison4,False
Scorpio,15412,231,803545464,1677721500,1677721500,Medium,Dragon,Water4,False
Miiudir,15413,221,173333242,210375000,175180000,Large,Dragon,Dark4,False
The Chariot,15414,251,803545464,1677721500,1677721500,Medium,DemiHuman,Dark3,False
The Griefer,15415,243,803545464,1677721500,1677721500,Large,Formless,Poison4,False
The Fool,20050,250,205632123,160375000,185180000,Medium,DemiHuman,Poison3,False
The Hierophant,20051,251,208054312,165375000,185180000,Large,DemiHuman,Fire3,False
The Emperor,20052,252,205542312,175375000,185180000,Large,DemiHuman,Wind3,False
The High Priestess,20053,253,205664145,180375000,185180000,Small,DemiHuman,Ghost3,False
New Year's Rat,20054,22,420,13500,15200,Small,Brute,Dark1,False
Guardian Angel,20055,250,123456789,133700,133700,Small,Formless,Ghost3,False
Black Wraith,20056,1,1,0,0,Large,Formless,Ghost4,False
Sybarite,20077,16,153,10800,8100,Small,Insect,Fire1,False
Rubyria,20078,16,153,10800,8100,Small,Insect,Fire1,False
Wagon cc,20079,16,153,10800,8100,Small,Insect,Fire1,False
Ruchan,20080,16,153,10800,8100,Small,Insect,Fire1,False
Iridium,20081,16,153,10800,8100,Small,Insect,Fire1,False
Dazzley,20082,16,153,10800,8100,Small,Insect,Fire1,False
Seraphon,20083,16,153,10800,8100,Small,Insect,Fire1,False
Mercenary_PG01,20084,16,153,10800,8100,Small,Insect,Fire1,False
Mercenary_PG02,20085,16,153,10800,8100,Small,Insect,Fire1,False
Mercenary_PG03,20086,16,153,10800,8100,Small,Insect,Fire1,False
Mercenary_PG04,20087,16,153,10800,8100,Small,Insect,Fire1,False
Mercenary_PG05,20088,16,153,10800,8100,Small,Insect,Fire1,False
Mercenary_PG06,20089,16,153,10800,8100,Small,Insect,Fire1,False
Dark Willow,20101,38,1325,40000,30000,Medium,Plant,Earth1,False
Dark Mandragora,20102,39,237,71500,36500,Medium,Plant,Earth3,False
Dark Stem Worm,20103,43,1620,44000,31500,Medium,Plant,Wind1,False
Dark Spore,20104,44,1694,60500,60000,Medium,Plant,Water1,False
Dark Orc Warrior,20105,68,3100,105000,170000,Medium,DemiHuman,Earth1,False
Dark Orc Lady,20106,67,2850,130000,117500,Medium,DemiHuman,Earth2,False
Dark Orc Baby,20107,63,2500,57500,77000,Small,DemiHuman,Earth1,False
Dark High Orc,20108,72,3700,204000,179000,Large,DemiHuman,Fire2,False
Dark Orc Archer,20109,69,2750,107000,80500,Medium,DemiHuman,Earth1,False
Desert Frilldora,20110,69,4200,327500,270500,Medium,Brute,Earth2,False
Desert Sandman,20111,71,5000,434000,350500,Medium,Formless,Earth3,False
Desert Hode,20112,65,4800,394500,220500,Medium,Brute,Earth2,False
Red Teddy Bear,20255,155,328072,1997200,2250300,Small,Formless,Fire1,False
Yellow Teddy Bear,20256,176,1051983,9563500,6694400,Small,Formless,Wind1,False
Green Teddy Bear,20257,157,331960,2164600,2511700,Small,Formless,Poison1,False
White Teddy Bear,20258,155,311841,2033400,2359500,Small,Formless,Neutral1,False
Blue Teddy Bear,20259,152,280657,1830000,2123500,Small,Formless,Water1,False
Shining Teddy Bear,20260,160,10724874,179344400,161861400,Large,Formless,Holy4,False
Hardworking Pitman,20261,154,305605,0,0,Large,Demon,Earth2,False
Soul Fragment,20262,153,290324,1893100,2196700,Small,Formless,Neutral2,False
Haunted Obsidian,20263,156,318593,0,0,Small,Formless,Earth2,False
Red Teddy Bear,20264,152,328072,0,0,Small,Formless,Fire1,False
Yellow Teddy Bear,20265,155,328072,0,0,Small,Formless,Wind1,False
Green Teddy Bear,20266,157,331960,0,0,Small,Formless,Poison1,False
White Teddy Bear,20267,155,311841,0,0,Small,Formless,Neutral1,False
Blue Teddy Bear,20268,152,280657,0,0,Small,Formless,Water1,False
Ancient Tri Joint,20270,164,694500,7583900,5688000,Small,Insect,Earth1,False
Ancient Stalactic Golem,20271,167,725400,7921400,5941000,Large,Formless,Neutral4,False
Ancient Megalith,20272,166,708500,7736800,5802600,Large,Formless,Neutral4,False
